src_idx,dst_idx,src_accession,dst_accession,pmi_weight
55,103,Q9NCXLLH,P0PQKOJ8,1.609438
103,55,P0PQKOJ8,Q9NCXLLH,1.609438
55,117,Q9NCXLLH,Q9QRL1NU,1.609438
117,55,Q9QRL1NU,Q9NCXLLH,1.609438
55,137,Q9NCXLLH,A0AQC1IYZ,1.4552872
137,55,A0AQC1IYZ,Q9NCXLLH,1.4552872
55,156,Q9NCXLLH,Q9P5O3OG,1.4552872
156,55,Q9P5O3OG,Q9NCXLLH,1.4552872
55,101,Q9NCXLLH,P02WX7P8,1.3862944
101,55,P02WX7P8,Q9NCXLLH,1.3862944
55,167,Q9NCXLLH,O0VOHSMH,1.3862944
167,55,O0VOHSMH,Q9NCXLLH,1.3862944
55,99,Q9NCXLLH,P0XFGCA2,1.3217559
99,55,P0XFGCA2,Q9NCXLLH,1.3217559
55,146,Q9NCXLLH,Q9XVA2II,1.3217559
146,55,Q9XVA2II,Q9NCXLLH,1.3217559
55,169,Q9NCXLLH,A0AH811KH,1.3217559
169,55,A0AH811KH,Q9NCXLLH,1.3217559
55,188,Q9NCXLLH,Q9V7LN2I,1.3217559
188,55,Q9V7LN2I,Q9NCXLLH,1.3217559
55,132,Q9NCXLLH,O0361I2O,1.2909842
132,55,O0361I2O,Q9NCXLLH,1.2909842
56,78,P0SYLZTM,O0YUHZ1K,2.014903
78,56,O0YUHZ1K,P0SYLZTM,2.014903
56,183,P0SYLZTM,O0D6MZSL,1.7917595
183,56,O0D6MZSL,P0SYLZTM,1.7917595
56,79,P0SYLZTM,A0A2FLU7Y,1.4552872
79,56,A0A2FLU7Y,P0SYLZTM,1.4552872
56,107,P0SYLZTM,O08QOLDK,1.4552872
107,56,O08QOLDK,P0SYLZTM,1.4552872
56,155,P0SYLZTM,O0SP2EX9,1.4552872
155,56,O0SP2EX9,P0SYLZTM,1.4552872
56,122,P0SYLZTM,A0AQ8MYXV,1.4087672
122,56,A0AQ8MYXV,P0SYLZTM,1.4087672
56,203,P0SYLZTM,A0AD6VASP,1.3217559
203,56,A0AD6VASP,P0SYLZTM,1.3217559
56,173,P0SYLZTM,Q92W37DG,1.3217559
173,56,Q92W37DG,P0SYLZTM,1.3217559
57,73,O0XN0GUZ,Q9479T6B,1.3217559
73,57,Q9479T6B,O0XN0GUZ,1.3217559
57,137,O0XN0GUZ,A0AQC1IYZ,1.1676052
137,57,A0AQC1IYZ,O0XN0GUZ,1.1676052
31,57,O0J2QP89,O0XN0GUZ,1.1394343
57,31,O0XN0GUZ,O0J2QP89,1.1394343
55,57,Q9NCXLLH,O0XN0GUZ,1.1394343
57,55,O0XN0GUZ,Q9NCXLLH,1.1394343
57,86,O0XN0GUZ,O04GH2MR,1.1394343
86,57,O04GH2MR,O0XN0GUZ,1.1394343
57,156,O0XN0GUZ,Q9P5O3OG,0.9852836
156,57,Q9P5O3OG,O0XN0GUZ,0.9852836
6,57,Q9ZBIKCO,O0XN0GUZ,0.9650809
57,6,O0XN0GUZ,Q9ZBIKCO,0.9650809
40,57,A0A7EEDTR,O0XN0GUZ,0.91629076
57,40,O0XN0GUZ,A0A7EEDTR,0.91629076
0,57,A0AAJI0Y8,O0XN0GUZ,0.91629076
57,0,O0XN0GUZ,A0AAJI0Y8,0.91629076
57,117,O0XN0GUZ,Q9QRL1NU,0.91629076
117,57,Q9QRL1NU,O0XN0GUZ,0.91629076
35,57,A0AWPVS7N,O0XN0GUZ,0.91629076
57,35,O0XN0GUZ,A0AWPVS7N,0.91629076
57,119,O0XN0GUZ,O0Z3NX3J,0.91629076
119,57,O0Z3NX3J,O0XN0GUZ,0.91629076
57,186,O0XN0GUZ,A0ALUNJ4J,0.91629076
186,57,A0ALUNJ4J,O0XN0GUZ,0.91629076
58,74,A0AKH2VL2,A0AXEQBNN,1.8607523
74,58,A0AXEQBNN,A0AKH2VL2,1.8607523
58,91,A0AKH2VL2,A0A08YG0R,1.609438
91,58,A0A08YG0R,A0AKH2VL2,1.609438
58,176,A0AKH2VL2,P0033IFM,1.609438
176,58,P0033IFM,A0AKH2VL2,1.609438
58,84,A0AKH2VL2,O0Q3VLIF,1.5040774
84,58,O0Q3VLIF,A0AKH2VL2,1.5040774
58,174,A0AKH2VL2,Q9POC50O,1.5040774
174,58,Q9POC50O,A0AKH2VL2,1.5040774
58,98,A0AKH2VL2,P0UC8D1N,1.4552872
98,58,P0UC8D1N,A0AKH2VL2,1.4552872
58,107,A0AKH2VL2,O08QOLDK,1.4552872
107,58,O08QOLDK,A0AKH2VL2,1.4552872
58,128,A0AKH2VL2,Q9QJJA2S,1.4552872
128,58,Q9QJJA2S,A0AKH2VL2,1.4552872
58,136,A0AKH2VL2,P03J3R3V,1.4552872
136,58,P03J3R3V,A0AKH2VL2,1.4552872
58,159,A0AKH2VL2,A0AVULEM1,1.4552872
159,58,A0AVULEM1,A0AKH2VL2,1.4552872
58,191,A0AKH2VL2,A0AX5WVFL,1.4552872
191,58,A0AX5WVFL,A0AKH2VL2,1.4552872
58,122,A0AKH2VL2,A0AQ8MYXV,1.4087672
122,58,A0AQ8MYXV,A0AKH2VL2,1.4087672
58,157,A0AKH2VL2,P0PXNF7E,1.3217559
157,58,P0PXNF7E,A0AKH2VL2,1.3217559
59,112,O0YS280F,Q9ZLAOIH,1.6784308
112,59,Q9ZLAOIH,O0YS280F,1.6784308
59,114,O0YS280F,O049ITN6,1.609438
114,59,O049ITN6,O0YS280F,1.609438
59,74,O0YS280F,A0AXEQBNN,1.4552872
74,59,A0AXEQBNN,O0YS280F,1.4552872
58,59,A0AKH2VL2,O0YS280F,1.3217559
59,58,O0YS280F,A0AKH2VL2,1.3217559
59,157,O0YS280F,P0PXNF7E,1.3217559
157,59,P0PXNF7E,O0YS280F,1.3217559
59,129,O0YS280F,Q9C89K8Q,1.3217559
129,59,Q9C89K8Q,O0YS280F,1.3217559
59,84,O0YS280F,O0Q3VLIF,1.3217559
84,59,O0Q3VLIF,O0YS280F,1.3217559
59,115,O0YS280F,Q95J2O76,1.2039728
115,59,Q95J2O76,O0YS280F,1.2039728
59,158,O0YS280F,A0A3DD039,1.2039728
158,59,A0A3DD039,O0YS280F,1.2039728
59,79,O0YS280F,A0A2FLU7Y,1.1676052
79,59,A0A2FLU7Y,O0YS280F,1.1676052
59,128,O0YS280F,Q9QJJA2S,1.1676052
128,59,Q9QJJA2S,O0YS280F,1.1676052
59,136,O0YS280F,P03J3R3V,1.1676052
136,59,P03J3R3V,O0YS280F,1.1676052
60,165,P0SWM31T,Q9NQFLLF,1.3470737
165,60,Q9NQFLLF,P0SWM31T,1.3470737
23,60,Q9VAZCCC,P0SWM31T,1.2417132
60,23,P0SWM31T,Q9VAZCCC,1.2417132
60,91,P0SWM31T,A0A08YG0R,1.1239301
91,60,A0A08YG0R,P0SWM31T,1.1239301
60,172,P0SWM31T,O0UZPEAU,1.1239301
172,60,O0UZPEAU,P0SWM31T,1.1239301
60,140,P0SWM31T,P06HC36T,1.0593916
140,60,P06HC36T,P0SWM31T,1.0593916
15,60,A0AYTJXE1,P0SWM31T,1.0185696
60,15,P0SWM31T,A0AYTJXE1,1.0185696
18,60,A0AVREN9T,P0SWM31T,1.0185696
60,18,P0SWM31T,A0AVREN9T,1.0185696
50,60,O0M35IXZ,P0SWM31T,1.0185696
60,50,P0SWM31T,O0M35IXZ,1.0185696
60,209,P0SWM31T,Q93C1QKC,1.0185696
209,60,Q93C1QKC,P0SWM31T,1.0185696
41,60,P0VZHWJ5,P0SWM31T,0.96977943
60,41,P0SWM31T,P0VZHWJ5,0.96977943
60,88,P0SWM31T,O0XR2DHP,0.96977943
88,60,O0XR2DHP,P0SWM31T,0.96977943
60,145,P0SWM31T,P0CJ883F,0.96977943
145,60,P0CJ883F,P0SWM31T,0.96977943
60,80,P0SWM31T,O07HV3IT,0.94160855
80,60,O07HV3IT,P0SWM31T,0.94160855
60,152,P0SWM31T,P0Q8CROG,0.94160855
152,60,P0Q8CROG,P0SWM31T,0.94160855
61,97,Q93FB9WE,Q91N6KV1,1.5606477
97,61,Q91N6KV1,Q93FB9WE,1.5606477
61,133,Q93FB9WE,Q9WYZX4G,1.4552872
133,61,Q9WYZX4G,Q93FB9WE,1.4552872
61,161,Q93FB9WE,Q94MUEKO,1.4552872
161,61,Q94MUEKO,Q93FB9WE,1.4552872
61,176,Q93FB9WE,P0033IFM,1.4552872
176,61,P0033IFM,Q93FB9WE,1.4552872
61,85,Q93FB9WE,P05IQVNB,1.3375041
85,61,P05IQVNB,Q93FB9WE,1.3375041
61,115,Q93FB9WE,Q95J2O76,1.3375041
115,61,Q95J2O76,Q93FB9WE,1.3375041
61,171,Q93FB9WE,P0C5BA7U,1.2321436
171,61,P0C5BA7U,Q93FB9WE,1.2321436
61,183,Q93FB9WE,O0D6MZSL,1.2321436
183,61,O0D6MZSL,Q93FB9WE,1.2321436
61,211,Q93FB9WE,P0BXK5BV,1.2321436
211,61,P0BXK5BV,Q93FB9WE,1.2321436
61,129,Q93FB9WE,Q9C89K8Q,1.1676052
129,61,Q9C89K8Q,Q93FB9WE,1.1676052
61,122,Q93FB9WE,A0AQ8MYXV,1.1368335
122,61,A0AQ8MYXV,Q93FB9WE,1.1368335
40,61,A0A7EEDTR,Q93FB9WE,1.0498221
61,40,Q93FB9WE,A0A7EEDTR,1.0498221
61,78,Q93FB9WE,O0YUHZ1K,1.0498221
78,61,O0YUHZ1K,Q93FB9WE,1.0498221
62,185,O0OWGZRP,P0N1YBWV,1.3217559
185,62,P0N1YBWV,O0OWGZRP,1.3217559
62,93,O0OWGZRP,Q9J9TZE5,1.118815
93,62,Q9J9TZE5,O0OWGZRP,1.118815
62,110,O0OWGZRP,O0OGN1WD,1.0986123
110,62,O0OGN1WD,O0OWGZRP,1.0986123
62,164,O0OWGZRP,Q9UOFWB7,1.0986123
164,62,Q9UOFWB7,O0OWGZRP,1.0986123
54,62,A0ANUJZA8,O0OWGZRP,1.0498221
62,54,O0OWGZRP,A0ANUJZA8,1.0498221
62,76,O0OWGZRP,A0AQ0B8IE,1.0498221
76,62,A0AQ0B8IE,O0OWGZRP,1.0498221
62,166,O0OWGZRP,A0AF1BCP1,1.0498221
166,62,A0AF1BCP1,O0OWGZRP,1.0498221
3,62,Q9ZMF8MF,O0OWGZRP,1.0498221
62,3,O0OWGZRP,Q9ZMF8MF,1.0498221
62,138,O0OWGZRP,P0DOJENQ,1.0498221
138,62,P0DOJENQ,O0OWGZRP,1.0498221
62,189,O0OWGZRP,A0AXPNNGN,0.9852836
189,62,A0AXPNNGN,O0OWGZRP,0.9852836
62,218,O0OWGZRP,Q94YPEIX,0.9852836
218,62,Q94YPEIX,O0OWGZRP,0.9852836
21,62,Q971YZOX,O0OWGZRP,0.9444616
62,21,O0OWGZRP,Q971YZOX,0.9444616
62,143,O0OWGZRP,O0X4W7KX,0.9444616
143,62,O0X4W7KX,O0OWGZRP,0.9444616
62,162,O0OWGZRP,O0493WXB,0.8956714
162,62,O0493WXB,O0OWGZRP,0.8956714
62,204,O0OWGZRP,Q9KAMUGF,0.8956714
204,62,Q9KAMUGF,O0OWGZRP,0.8956714
63,70,Q9XA11D1,O0C3O18B,1.5040774
70,63,O0C3O18B,Q9XA11D1,1.5040774
63,124,Q9XA11D1,Q9W790PG,1.2039728
124,63,Q9W790PG,Q9XA11D1,1.2039728
11,63,O05XFF08,Q9XA11D1,1.1676052
63,11,Q9XA11D1,O05XFF08,1.1676052
63,65,Q9XA11D1,O0EQTUL2,1.1676052
65,63,O0EQTUL2,Q9XA11D1,1.1676052
63,178,Q9XA11D1,O011Q7UU,1.1676052
178,63,O011Q7UU,Q9XA11D1,1.1676052
63,215,Q9XA11D1,P0XLVPYW,1.1676052
215,63,P0XLVPYW,Q9XA11D1,1.1676052
5,63,A0A9NT3WX,Q9XA11D1,1.0986123
63,5,Q9XA11D1,A0A9NT3WX,1.0986123
63,104,Q9XA11D1,O0PV60VB,1.0986123
104,63,O0PV60VB,Q9XA11D1,1.0986123
63,209,Q9XA11D1,Q93C1QKC,1.0986123
209,63,Q93C1QKC,Q9XA11D1,1.0986123
63,144,Q9XA11D1,Q9P84DY8,1.0340737
144,63,Q9P84DY8,Q9XA11D1,1.0340737
64,168,Q9G8SBIH,P0YVSLHD,1.2039728
168,64,P0YVSLHD,Q9G8SBIH,1.2039728
64,196,Q9G8SBIH,P0TD44KK,1.2039728
196,64,P0TD44KK,Q9G8SBIH,1.2039728
64,187,Q9G8SBIH,P0CX7LXZ,1.2039728
187,64,P0CX7LXZ,Q9G8SBIH,1.2039728
64,151,Q9G8SBIH,O0QNVQHC,1.0498221
151,64,O0QNVQHC,Q9G8SBIH,1.0498221
64,70,Q9G8SBIH,O0C3O18B,0.98082924
70,64,O0C3O18B,Q9G8SBIH,0.98082924
64,113,Q9G8SBIH,O08XF7KR,0.98082924
113,64,O08XF7KR,Q9G8SBIH,0.98082924
64,143,Q9G8SBIH,O0X4W7KX,0.98082924
143,64,O0X4W7KX,Q9G8SBIH,0.98082924
64,144,Q9G8SBIH,Q9P84DY8,0.91629076
144,64,Q9P84DY8,Q9G8SBIH,0.91629076
64,189,Q9G8SBIH,A0AXPNNGN,0.91629076
189,64,A0AXPNNGN,Q9G8SBIH,0.91629076
64,193,Q9G8SBIH,O0II826M,0.91629076
193,64,O0II826M,Q9G8SBIH,0.91629076
64,200,Q9G8SBIH,Q9B7R314,0.91629076
200,64,Q9B7R314,Q9G8SBIH,0.91629076
64,208,Q9G8SBIH,A0AMMX3Y4,0.8855191
208,64,A0AMMX3Y4,Q9G8SBIH,0.8855191
65,139,O0EQTUL2,O037DIA9,1.7429693
139,65,O037DIA9,O0EQTUL2,1.7429693
65,100,O0EQTUL2,O0KIZZQO,1.4552872
100,65,O0KIZZQO,O0EQTUL2,1.4552872
65,135,O0EQTUL2,P00GET87,1.3375041
135,65,P00GET87,O0EQTUL2,1.3375041
65,151,O0EQTUL2,O0QNVQHC,1.3011365
151,65,O0QNVQHC,O0EQTUL2,1.3011365
65,210,O0EQTUL2,Q95LLO34,1.1676052
210,65,Q95LLO34,O0EQTUL2,1.1676052
30,65,Q9OR56FA,O0EQTUL2,1.0498221
65,30,O0EQTUL2,Q9OR56FA,1.0498221
65,67,O0EQTUL2,Q94J1RI2,1.0498221
67,65,Q94J1RI2,O0EQTUL2,1.0498221
65,76,O0EQTUL2,A0AQ0B8IE,1.0498221
76,65,A0AQ0B8IE,O0EQTUL2,1.0498221
65,90,O0EQTUL2,P0MQLIZU,1.0498221
90,65,P0MQLIZU,O0EQTUL2,1.0498221
65,111,O0EQTUL2,Q9JEK5RB,1.0498221
111,65,Q9JEK5RB,O0EQTUL2,1.0498221
65,124,O0EQTUL2,Q9W790PG,1.0498221
124,65,Q9W790PG,O0EQTUL2,1.0498221
66,194,O03T60RQ,P0YUP126,1.3862944
194,66,P0YUP126,O03T60RQ,1.3862944
66,151,O03T60RQ,O0QNVQHC,1.2321436
151,66,O0QNVQHC,O03T60RQ,1.2321436
66,172,O03T60RQ,O0UZPEAU,1.2039728
172,66,O0UZPEAU,O03T60RQ,1.2039728
13,66,O0DBDW21,O03T60RQ,1.0986123
66,13,O03T60RQ,O0DBDW21,1.0986123
66,92,O03T60RQ,P093KMK8,1.0986123
92,66,P093KMK8,O03T60RQ,1.0986123
66,100,O03T60RQ,O0KIZZQO,1.0986123
100,66,O0KIZZQO,O03T60RQ,1.0986123
31,66,O0J2QP89,O03T60RQ,1.0986123
66,31,O03T60RQ,O0J2QP89,1.0986123
45,66,Q9PBN78C,O03T60RQ,1.0986123
66,45,O03T60RQ,Q9PBN78C,1.0986123
66,83,O03T60RQ,Q9P08J38,1.0986123
83,66,Q9P08J38,O03T60RQ,1.0986123
66,170,O03T60RQ,A0ARPETI9,1.0986123
170,66,A0ARPETI9,O03T60RQ,1.0986123
66,160,O03T60RQ,A0A8VMUH4,1.0986123
160,66,A0A8VMUH4,O03T60RQ,1.0986123
66,89,O03T60RQ,P0XNTM99,1.0986123
89,66,P0XNTM99,O03T60RQ,1.0986123
67,153,Q94J1RI2,O0ZP6LFI,1.3217559
153,67,O0ZP6LFI,Q94J1RI2,1.3217559
67,184,Q94J1RI2,A0AIPPSFX,1.3217559
184,67,A0AIPPSFX,Q94J1RI2,1.3217559
67,108,Q94J1RI2,P0ORXO1C,1.2909842
108,67,P0ORXO1C,Q94J1RI2,1.2909842
30,67,Q9OR56FA,Q94J1RI2,1.2039728
67,30,Q94J1RI2,Q9OR56FA,1.2039728
67,166,Q94J1RI2,A0AF1BCP1,1.2039728
166,67,A0AF1BCP1,Q94J1RI2,1.2039728
67,196,Q94J1RI2,P0TD44KK,1.2039728
196,67,P0TD44KK,Q94J1RI2,1.2039728
67,138,Q94J1RI2,P0DOJENQ,1.2039728
138,67,P0DOJENQ,Q94J1RI2,1.2039728
67,201,Q94J1RI2,O0W6AHF7,1.2039728
201,67,O0W6AHF7,Q94J1RI2,1.2039728
67,151,Q94J1RI2,O0QNVQHC,1.0498221
151,67,O0QNVQHC,Q94J1RI2,1.0498221
58,67,A0AKH2VL2,Q94J1RI2,0.91629076
67,58,Q94J1RI2,A0AKH2VL2,0.91629076
67,100,Q94J1RI2,O0KIZZQO,0.91629076
100,67,O0KIZZQO,Q94J1RI2,0.91629076
68,86,A0AZIM6CJ,O04GH2MR,1.609438
86,68,O04GH2MR,A0AZIM6CJ,1.609438
68,188,A0AZIM6CJ,Q9V7LN2I,1.609438
188,68,Q9V7LN2I,A0AZIM6CJ,1.609438
68,71,A0AZIM6CJ,O0R7KO60,1.4916549
71,68,O0R7KO60,A0AZIM6CJ,1.4916549
68,137,A0AZIM6CJ,A0AQC1IYZ,1.4552872
137,68,A0AQC1IYZ,A0AZIM6CJ,1.4552872
68,82,A0AZIM6CJ,P0APRPN3,1.3217559
82,68,P0APRPN3,A0AZIM6CJ,1.3217559
68,169,A0AZIM6CJ,A0AH811KH,1.3217559
169,68,A0AH811KH,A0AZIM6CJ,1.3217559
68,197,A0AZIM6CJ,P0QS3D62,1.2909842
197,68,P0QS3D62,A0AZIM6CJ,1.2909842
55,68,Q9NCXLLH,A0AZIM6CJ,1.2039728
68,55,A0AZIM6CJ,Q9NCXLLH,1.2039728
68,116,A0AZIM6CJ,P03KKV95,1.2039728
116,68,P03KKV95,A0AZIM6CJ,1.2039728
68,117,A0AZIM6CJ,Q9QRL1NU,1.2039728
117,68,Q9QRL1NU,A0AZIM6CJ,1.2039728
68,141,A0AZIM6CJ,O0EBB9EP,1.2039728
141,68,O0EBB9EP,A0AZIM6CJ,1.2039728
68,147,A0AZIM6CJ,Q9C1HH5V,1.2039728
147,68,Q9C1HH5V,A0AZIM6CJ,1.2039728
69,177,Q9NFHOL3,Q9V1XG15,1.4552872
177,69,Q9V1XG15,Q9NFHOL3,1.4552872
69,182,Q9NFHOL3,O06UGVSD,1.4271164
182,69,O06UGVSD,Q9NFHOL3,1.4271164
69,154,Q9NFHOL3,P0WVZNVS,1.3217559
154,69,P0WVZNVS,Q9NFHOL3,1.3217559
69,175,Q9NFHOL3,P02CWTGW,1.2039728
175,69,P02CWTGW,Q9NFHOL3,1.2039728
69,113,Q9NFHOL3,O08XF7KR,1.0986123
113,69,O08XF7KR,Q9NFHOL3,1.0986123
69,171,Q9NFHOL3,P0C5BA7U,1.0986123
171,69,P0C5BA7U,Q9NFHOL3,1.0986123
69,110,Q9NFHOL3,O0OGN1WD,1.0986123
110,69,O0OGN1WD,Q9NFHOL3,1.0986123
69,163,Q9NFHOL3,P0BJ17ML,1.0986123
163,69,P0BJ17ML,Q9NFHOL3,1.0986123
69,164,Q9NFHOL3,Q9UOFWB7,1.0986123
164,69,Q9UOFWB7,Q9NFHOL3,1.0986123
69,205,Q9NFHOL3,P0CSS9TY,1.0986123
205,69,P0CSS9TY,Q9NFHOL3,1.0986123
34,69,A0A4CC5OP,Q9NFHOL3,1.0340737
69,34,Q9NFHOL3,A0A4CC5OP,1.0340737
70,104,O0C3O18B,O0PV60VB,1.5686159
104,70,O0PV60VB,O0C3O18B,1.5686159
70,199,O0C3O18B,P0ILDZMJ,1.5040774
199,70,P0ILDZMJ,O0C3O18B,1.5040774
70,194,O0C3O18B,P0YUP126,1.3862944
194,70,P0YUP126,O0C3O18B,1.3862944
70,152,O0C3O18B,P0Q8CROG,1.3862944
152,70,P0Q8CROG,O0C3O18B,1.3862944
70,134,O0C3O18B,A0ALPU0DS,1.3062516
134,70,A0ALPU0DS,O0C3O18B,1.3062516
70,178,O0C3O18B,O011Q7UU,1.2321436
178,70,O011Q7UU,O0C3O18B,1.2321436
13,70,O0DBDW21,O0C3O18B,1.0986123
70,13,O0C3O18B,O0DBDW21,1.0986123
23,70,Q9VAZCCC,O0C3O18B,1.0986123
70,23,O0C3O18B,Q9VAZCCC,1.0986123
70,92,O0C3O18B,P093KMK8,1.0986123
92,70,P093KMK8,O0C3O18B,1.0986123
45,70,Q9PBN78C,O0C3O18B,1.0986123
70,45,O0C3O18B,Q9PBN78C,1.0986123
71,171,O0R7KO60,P0C5BA7U,1.3862944
171,71,P0C5BA7U,O0R7KO60,1.3862944
71,133,O0R7KO60,Q9WYZX4G,1.2039728
133,71,Q9WYZX4G,O0R7KO60,1.2039728
71,86,O0R7KO60,O04GH2MR,1.2039728
86,71,O04GH2MR,O0R7KO60,1.2039728
71,126,O0R7KO60,P0NFTU2K,1.2039728
126,71,P0NFTU2K,O0R7KO60,1.2039728
71,147,O0R7KO60,Q9C1HH5V,1.2039728
147,71,Q9C1HH5V,O0R7KO60,1.2039728
71,161,O0R7KO60,Q94MUEKO,1.2039728
161,71,Q94MUEKO,O0R7KO60,1.2039728
71,99,O0R7KO60,P0XFGCA2,1.2039728
99,71,P0XFGCA2,O0R7KO60,1.2039728
71,169,O0R7KO60,A0AH811KH,1.2039728
169,71,A0AH811KH,O0R7KO60,1.2039728
71,188,O0R7KO60,Q9V7LN2I,1.2039728
188,71,Q9V7LN2I,O0R7KO60,1.2039728
71,149,O0R7KO60,P02D5EMP,1.2039728
149,71,P02D5EMP,O0R7KO60,1.2039728
71,197,O0R7KO60,P0QS3D62,1.1086626
197,71,P0QS3D62,O0R7KO60,1.1086626
71,115,O0R7KO60,Q95J2O76,1.0861897
115,71,Q95J2O76,O0R7KO60,1.0861897
72,154,Q9RJRNYZ,P0WVZNVS,1.3217559
154,72,P0WVZNVS,Q9RJRNYZ,1.3217559
72,204,Q9RJRNYZ,Q9KAMUGF,1.1676052
204,72,Q9KAMUGF,Q9RJRNYZ,1.1676052
72,87,Q9RJRNYZ,A0ASGIOTP,1.0986123
87,72,A0ASGIOTP,Q9RJRNYZ,1.0986123
72,205,Q9RJRNYZ,P0CSS9TY,1.0986123
205,72,P0CSS9TY,Q9RJRNYZ,1.0986123
69,72,Q9NFHOL3,Q9RJRNYZ,1.0340737
72,69,Q9RJRNYZ,Q9NFHOL3,1.0340737
72,153,Q9RJRNYZ,O0ZP6LFI,1.0340737
153,72,O0ZP6LFI,Q9RJRNYZ,1.0340737
72,193,Q9RJRNYZ,O0II826M,1.0340737
193,72,O0II826M,Q9RJRNYZ,1.0340737
72,91,Q9RJRNYZ,A0A08YG0R,0.91629076
91,72,A0A08YG0R,Q9RJRNYZ,0.91629076
30,72,Q9OR56FA,Q9RJRNYZ,0.91629076
72,30,Q9RJRNYZ,Q9OR56FA,0.91629076
48,72,A0AG72OYP,Q9RJRNYZ,0.91629076
72,48,Q9RJRNYZ,A0AG72OYP,0.91629076
54,72,A0ANUJZA8,Q9RJRNYZ,0.91629076
72,54,Q9RJRNYZ,A0ANUJZA8,0.91629076
67,72,Q94J1RI2,Q9RJRNYZ,0.91629076
72,67,Q9RJRNYZ,Q94J1RI2,0.91629076
72,139,Q9RJRNYZ,O037DIA9,0.91629076
139,72,O037DIA9,Q9RJRNYZ,0.91629076
72,165,Q9RJRNYZ,Q9NQFLLF,0.91629076
165,72,Q9NQFLLF,Q9RJRNYZ,0.91629076
73,137,Q9479T6B,A0AQC1IYZ,2.1484344
137,73,A0AQC1IYZ,Q9479T6B,2.1484344
73,96,Q9479T6B,Q9FUK9E0,1.609438
96,73,Q9FUK9E0,Q9479T6B,1.609438
73,119,Q9479T6B,O0Z3NX3J,1.609438
119,73,O0Z3NX3J,Q9479T6B,1.609438
73,186,Q9479T6B,A0ALUNJ4J,1.609438
186,73,A0ALUNJ4J,Q9479T6B,1.609438
73,160,Q9479T6B,A0A8VMUH4,1.5040774
160,73,A0A8VMUH4,Q9479T6B,1.5040774
73,77,Q9479T6B,A0A18HAFI,1.4552872
77,73,A0A18HAFI,Q9479T6B,1.4552872
74,98,A0AXEQBNN,P0UC8D1N,1.5888187
98,74,P0UC8D1N,A0AXEQBNN,1.5888187
74,122,A0AXEQBNN,A0AQ8MYXV,1.5422986
122,74,A0AQ8MYXV,A0AXEQBNN,1.5422986
74,114,A0AXEQBNN,O049ITN6,1.4552872
114,74,O049ITN6,A0AXEQBNN,1.4552872
74,161,A0AXEQBNN,Q94MUEKO,1.4552872
161,74,Q94MUEKO,A0AXEQBNN,1.4552872
74,214,A0AXEQBNN,O0CV3TLF,1.4552872
214,74,O0CV3TLF,A0AXEQBNN,1.4552872
74,128,A0AXEQBNN,Q9QJJA2S,1.3011365
128,74,Q9QJJA2S,A0AXEQBNN,1.3011365
74,150,A0AXEQBNN,P0AJEPEE,1.1676052
150,74,P0AJEPEE,A0AXEQBNN,1.1676052
40,74,A0A7EEDTR,A0AXEQBNN,1.0498221
74,40,A0AXEQBNN,A0A7EEDTR,1.0498221
74,91,A0AXEQBNN,A0A08YG0R,1.0498221
91,74,A0A08YG0R,A0AXEQBNN,1.0498221
75,123,O0L1N13Q,O08W5RTE,1.5606477
123,75,O08W5RTE,O0L1N13Q,1.5606477
75,76,O0L1N13Q,A0AQ0B8IE,1.4552872
76,75,A0AQ0B8IE,O0L1N13Q,1.4552872
75,198,O0L1N13Q,P07OONNF,1.4552872
198,75,P07OONNF,O0L1N13Q,1.4552872
75,142,O0L1N13Q,Q9NN8ZTJ,1.3375041
142,75,Q9NN8ZTJ,O0L1N13Q,1.3375041
75,200,O0L1N13Q,Q9B7R314,1.1676052
200,75,Q9B7R314,O0L1N13Q,1.1676052
75,210,O0L1N13Q,Q95LLO34,1.1676052
210,75,Q95LLO34,O0L1N13Q,1.1676052
75,114,O0L1N13Q,O049ITN6,1.0498221
114,75,O049ITN6,O0L1N13Q,1.0498221
75,168,O0L1N13Q,P0YVSLHD,1.0498221
168,75,P0YVSLHD,O0L1N13Q,1.0498221
43,75,P01WJ0T1,O0L1N13Q,1.0498221
75,43,O0L1N13Q,P01WJ0T1,1.0498221
75,138,O0L1N13Q,P0DOJENQ,1.0498221
138,75,P0DOJENQ,O0L1N13Q,1.0498221
75,175,O0L1N13Q,P02CWTGW,1.0498221
175,75,P02CWTGW,O0L1N13Q,1.0498221
75,120,O0L1N13Q,O08E8LD2,1.0498221
120,75,O08E8LD2,O0L1N13Q,1.0498221
76,123,A0AQ0B8IE,O08W5RTE,1.4916549
123,76,O08W5RTE,A0AQ0B8IE,1.4916549
76,93,A0AQ0B8IE,Q9J9TZE5,1.4552872
93,76,Q9J9TZE5,A0AQ0B8IE,1.4552872
76,185,A0AQ0B8IE,P0N1YBWV,1.3217559
185,76,P0N1YBWV,A0AQ0B8IE,1.3217559
76,218,A0AQ0B8IE,Q94YPEIX,1.3217559
218,76,Q94YPEIX,A0AQ0B8IE,1.3217559
76,116,A0AQ0B8IE,P03KKV95,1.2039728
116,76,P03KKV95,A0AQ0B8IE,1.2039728
76,198,A0AQ0B8IE,P07OONNF,1.2039728
198,76,P07OONNF,A0AQ0B8IE,1.2039728
76,135,A0AQ0B8IE,P00GET87,1.2039728
